component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor,manufacturing_method,estimation_cost,modulus_gpa,thermal_expansion_alpha,density_kg_m3,delta_temp,thermal_stress_estimate_pa,temp_degradation_factor,adjusted_yield_point_pa,stress_to_yield_ratio,load_intensity,material_efficiency,safety_factor_capped
pulley,7624.345528,23.90130551,abs_plastic,901978.2507,0.000450989,32032898.16,35.5140472,Machining,123.44,2.3,73.8,1050,3.9013055100000003,662207.5972673999,0.998049347245,31970413.098953564,0.02815787214115752,0.00023801610113194951,0.0338229020952381,35.5140472
housing,3489.711721,173.0133811,aluminium,3474434.275,4.96e-05,77911091.21,22.42410851,3D Printing,213.52,69.0,23.1,2700,153.0133811,243888028.13529,0.92349330945,71950371.46438369,0.04459486089900961,4.4790949103689246e-05,0.008305225374074073,22.42410851
piston,5866.107261,72.24522712,aluminium,2987578.769,4.27e-05,119897822.0,40.13210406,Milling,430.06,69.0,23.1,2700,52.245227119999996,83273667.506568,0.97387738644,116765777.52920833,0.024917706753672306,4.8925886752138e-05,0.014863742244444445,40.13210406
pulley,664.3236368,67.02387595,abs_plastic,78903.47669,3.95e-05,17658708.02,223.8013933,Milling,158.56,2.3,73.8,1050,47.023875950000004,7981832.703752999,0.976488062025,17243517.572315127,0.004468247427877229,3.762017221461483e-05,0.2131441840952381,223.8013933
pulley,1183.960628,218.796174,chromium,118593.4534,4.25e-07,327067942.0,2757.892046,Injection Molding,385.83,279.0,4.9,7190,198.796174,271774249.47540003,0.900601913,294558014.2461731,0.00036259577344941986,3.619922578654927e-06,0.3835733026425591,1000.0
valve_body,2912.178052,795.9244646,steel,301189.176,1.51e-06,42728004.02,141.8643412,3D Printing,441.78,200.0,12.0,7850,775.9244646,1862218715.04,0.6120377677,26151152.198677428,0.007048987728493477,6.815619214594898e-05,0.018071890598726117,141.8643412
lever,2677.990777,506.2717901,titanium,372738.0741,3.39e-06,267160262.4,716.7506647,Forging,390.15,116.0,8.6,4500,486.2717901,485104737.80375993,0.75686410495,202204012.87958315,0.0013951853121851104,1.0023911314289831e-05,0.1592779254888889,716.7506647
lever,8941.826039,75.15337071,abs_plastic,3073215.273,0.001536608,14948876.43,4.864246434,3D Printing,322.55,2.3,73.8,1050,55.153370710000004,9361733.1443154,0.972423314645,14536635.968279114,0.20558168952634792,0.000598160408969278,0.004632615651428571,4.864246434
piston,6794.337889,260.40803,aluminium,705461.6131,1.01e-05,41496654.19,58.8219875,3D Printing,138.18,69.0,23.1,2700,240.40803,383186359.017,0.879795985,36508589.747295424,0.017000445623155915,0.0001637321856815464,0.021785921296296296,58.8219875
piston,1922.603101,49.58209673,aluminium,235982.582,3.37e-06,129340793.0,548.09466,Milling,176.62,69.0,23.1,2700,29.582096730000004,47150903.977947004,0.985208951635,127427707.07516955,0.0018245023594373664,1.4864630534621818e-05,0.2029980222222222,548.09466
lever,6221.021708,238.8093849,aluminium,880859.5466,1.26e-05,50496089.65,57.32592652,Injection Molding,229.89,69.0,23.1,2700,218.8093849,348760278.59211,0.8905953075499999,44971580.491914116,0.01744411404339306,0.00012319808823058046,0.021231824637037038,57.32592652
coupling,656.5176641,229.3057783,aluminium,77024.94381,1.1e-06,54455925.71,706.9907879,Milling,81.3,69.0,23.1,2700,209.3057783,333612480.03237,0.89534711085,48756955.75311074,0.0014144455870641005,1.2055945345529964e-05,0.261848439962963,706.9907879
bearing,289.7620865,356.9517097,steel,678888.8336,3.39e-06,157043825.6,231.3248028,Machining,396.09,200.0,12.0,7850,336.9517097,808684103.28,0.83152414515,130585732.83312567,0.004322925979459839,1.845103335918735e-06,0.02946812774522293,231.3248028
lever,1748.385116,575.53176,steel,949531.313,4.75e-06,100121937.5,105.4435342,Casting,83.51,200.0,12.0,7850,555.53176,1333276224.0,0.72223412,72311479.4230075,0.009483748883704932,1.7462557753639156e-05,0.013432297350318471,105.4435342
pulley,575.981788,493.903094,chromium,2350883.127,8.43e-06,235365635.3,100.1179653,Milling,362.4,279.0,4.9,7190,473.903094,647872919.8074001,0.763048453,179595383.9050272,0.00998821737083043,2.447178778948959e-06,0.013924612698191932,100.1179653
piston,9763.25164,148.9240047,titanium,4519501.356,4.11e-05,713844994.2,157.9477332,Injection Molding,299.86,116.0,8.6,4500,128.9240047,128614587.08872,0.93553799765,667829116.506344,0.006331208305333801,1.367699111057239e-05,0.03509949626666666,157.9477332
cylinder,2608.456048,718.1597161,steel,451141.7957,2.26e-06,62979240.59,139.5996584,Milling,209.17,200.0,12.0,7850,698.1597161,1675583318.6399999,0.65092014195,40994456.224746004,0.00716334130855864,4.141771198832424e-05,0.017783395974522293,139.5996584
shaft,8343.668089,306.1758862,titanium,914357.9667,8.31e-06,517280142.2,565.730448,Machining,454.17,116.0,8.6,4500,286.1758862,285489064.07311994,0.8569120568999999,443263590.64612645,0.0017676262669029247,1.612988283972058e-05,0.12571787733333334,565.730448
spring,1737.659506,21.34757556,titanium,176574.9704,1.61e-06,873315530.6,4945.862533,Machining,140.67,116.0,8.6,4500,1.3475755599999992,1344341.378655999,0.99932621222,872727101.2673975,0.0002021892021989881,1.9897270174574404e-06,1.099080562888889,1000.0
valve_body,648.9078335,253.2495939,aluminium,140084.2345,2e-06,44479335.87,317.518499,Milling,199.8,69.0,23.1,2700,233.2495939,371776527.71721,0.88337520305,39291942.3556904,0.0031494227995990083,1.4588973077218747e-05,0.11759944407407408,317.518499
bracket,8968.575742,100.7105496,steel,1358881.134,6.79e-06,223773294.4,164.6746641,Injection Molding,151.66,200.0,12.0,7850,80.7105496,193705319.04,0.9596447252,214742861.6115867,0.006072579561576138,4.0078847505227596e-05,0.02097766421656051,164.6746641
valve_body,5502.119783,690.2956273,chromium,2774285.495,9.94e-06,169901457.6,61.24151889,Forging,260.92,279.0,4.9,7190,670.2956273,916361152.0818301,0.66485218635,112959355.54941182,0.016328791607730153,3.2384182341470394e-05,0.008517596507649513,61.24151889
lever,4743.691469,75.40918869,steel,578410.971,2.89e-06,230362190.4,398.2673254,Milling,372.39,200.0,12.0,7850,55.40918868999999,132982052.85599999,0.9722954056550001,223980099.36254236,0.0025108763291217602,2.0592317952712087e-05,0.05073469113375796,398.2673254
bearing,5788.363756,421.5317032,steel,1117168.9,5.59e-06,140226118.9,125.5191753,3D Printing,341.71,200.0,12.0,7850,401.5317032,963676087.68,0.7992341484000001,112073502.72247866,0.007966910221602088,4.127878459025082e-05,0.01598970385987261,125.5191753
spring,1390.172288,393.1887907,titanium,677435.0584,6.16e-06,408514011.6,603.0305142,Milling,345.59,116.0,8.6,4500,373.1887907,372293137.60231996,0.81340560465,332287586.6134951,0.0016582908766011098,3.402997812866206e-06,0.13400678093333332,603.0305142
spring,1751.800924,925.256768,chromium,212789.1901,7.63e-07,91581077.35,430.3840685,Injection Molding,319.3,279.0,4.9,7190,905.256768,1237576527.5328002,0.547371616,50128882.30409049,0.00232350608070238,1.912841576764875e-05,0.05985870215577191,430.3840685
shaft,3722.403056,198.9269317,steel,1646206.319,8.23e-06,198196111.5,120.3956693,Casting,328.39,200.0,12.0,7850,178.9269317,429424636.08000004,0.91053653415,180464800.44721696,0.008305946602791952,1.8781413156029552e-05,0.015337027936305732,120.3956693
bracket,486.1635656,56.44534256,abs_plastic,54498.72275,2.72e-05,21184885.81,388.7226112,Forging,408.64,2.3,73.8,1050,36.44534256,6186232.446134399,0.98177732872,20798840.59978003,0.002572528511070601,2.294860448907938e-05,0.3702120106666667,388.7226112
housing,8340.671313,595.1421189,titanium,4849790.25,4.41e-05,156072351.4,32.18125802,Milling,358.64,116.0,8.6,4500,575.1421189,573761777.8146399,0.71242894055,111190459.95704931,0.031073987202066333,5.344105626770227e-05,0.007151390671111112,32.18125802
bearing,6887.952318,151.2408538,titanium,4902849.338,4.46e-05,710948932.7,145.0072975,3D Printing,148.9,116.0,8.6,4500,131.2408538,130925875.75087999,0.9343795731,664296160.2321267,0.006896204653378193,9.688392514834139e-06,0.03222384388888889,145.0072975
bolt,2822.745248,239.1403674,chromium,328789.7333,1.18e-06,320286544.2,974.1379118,Milling,63.55,279.0,4.9,7190,219.1403674,299586796.27254003,0.8904298163,285192688.7153678,0.0010265486928938553,8.81318712607971e-06,0.1354851059527121,974.1379118
shaft,6343.28942,441.5398775,chromium,1430642.674,5.13e-06,252820040.8,176.7178104,Milling,129.29,279.0,4.9,7190,421.5398775,576287166.5302501,0.7892300612500001,199533176.2858115,0.005658739194381144,2.509013684171512e-05,0.024578276828929067,176.7178104
bolt,7645.083242,94.89412513,abs_plastic,812146.0928,0.000406073,8368624.956,10.30433444,Machining,428.66,2.3,73.8,1050,74.89412513,12712528.799566198,0.962552937435,8055244.533689648,0.0970465395533971,0.0009135411471055054,0.009813651847619047,10.30433444
gear,8759.962132,78.99451531,abs_plastic,3365216.429,0.001682608,13668494.9,4.061698611,Casting,284.19,2.3,73.8,1050,58.99451531,10013729.028719397,0.970502742345,13265311.784178646,0.24620241318596095,0.0006408871054266553,0.003868284391428571,4.061698611
bearing,2753.172942,275.4183063,aluminium,432313.1656,6.18e-06,35242372.38,81.52046984,Machining,313.44,69.0,23.1,2700,255.41830629999998,407111238.41156995,0.87229084685,30741598.84835325,0.012266857660392271,7.812110127871022e-05,0.03019276660740741,81.52046984
cam,2645.808276,581.1227613,steel,6992039.942,3.5e-05,98665947.57,14.11118191,Machining,246.42,200.0,12.0,7850,561.1227613,1346694627.12,0.71943861935,70984093.09662028,0.07086578616233727,2.6815819856418984e-05,0.0017976027910828027,14.11118191
lever,6304.858151,163.1746342,chromium,764435.0667,2.74e-06,345608455.3,452.1096301,Injection Molding,409.87,279.0,4.9,7190,143.1746342,195734042.41482005,0.9284126829,320867273.2179977,0.0022118529074656003,1.824277749665345e-05,0.06288033798331015,452.1096301
cylinder,4111.451711,365.7052854,titanium,3532902.014,3.21e-05,442868393.3,125.3554136,3D Printing,424.4,116.0,8.6,4500,345.7052854,344875592.71503997,0.8271473573,366317421.149792,0.007977318019185903,9.283687373496744e-06,0.02785675857777778,125.3554136
lever,9104.687831,95.49640245,aluminium,1108327.074,1.58e-05,110209832.3,99.43800422,Machining,259.59,69.0,23.1,2700,75.49640245,120333715.86505501,0.962251798775,106049609.37336609,0.010056517198783543,8.261230092625774e-05,0.03682889045185185,99.43800422
valve_body,2193.169454,226.8331781,steel,329190.4504,1.65e-06,190928859.9,579.9951355,Casting,421.05,200.0,12.0,7850,206.8331781,496399627.44,0.8965834109499999,171183648.45793667,0.001724152391484531,1.1486840989616152e-05,0.07388473063694267,579.9951355
bracket,9166.562047,512.8180097,chromium,1149903.593,4.12e-06,229060663.4,199.199885,3D Printing,352.13,279.0,4.9,7190,492.81800969999995,673731501.06087,0.75359099515,172618053.2813252,0.005020083221325378,4.0018054217335335e-05,0.027705130041724618,199.199885
pulley,9776.638024,97.14825872,abs_plastic,5681064.121,0.002840532,7617247.092,1.340813434,Casting,286.26,2.3,73.8,1050,77.14825872,13095145.435132798,0.96142587064,7323418.417306108,0.7458159164833352,0.0012834870532515475,0.0012769651752380952,1.340813434
cam,1091.534475,177.5962074,titanium,133472.6712,1.21e-06,678004740.8,5079.727068,Machining,298.14,116.0,8.6,4500,157.5962074,157217976.50223997,0.9212018963,624579252.92535,0.00019686097038571035,1.609921596878604e-06,1.1288282373333334,1000.0
valve_body,975.1299748,47.37804198,abs_plastic,99343.95617,4.97e-05,24207319.34,243.6717871,Forging,54.41,2.3,73.8,1050,27.37804198,4647148.845685199,0.98631097901,23875944.837443106,0.004103880928519201,4.0282443549571487e-05,0.23206836866666666,243.6717871
cam,4219.993369,183.2077432,chromium,427854.5134,1.53e-06,338930752.3,792.1635547,Forging,227.02,279.0,4.9,7190,163.2077432,223121305.72872004,0.9183961284,311272690.7080194,0.0012623655731932237,1.2450901372516145e-05,0.11017573778859527,792.1635547
coupling,283.4592126,132.0246749,steel,42859.40041,2.14e-07,215618574.2,5030.835061,3D Printing,412.1,200.0,12.0,7850,112.02467490000001,268859219.76,0.94398766255,203541273.86142173,0.00019877415741672224,1.3146326268583591e-06,0.6408707084076433,1000.0
housing,7886.406564,258.8340477,chromium,2520940.673,9.04e-06,313721984.1,124.4463971,Injection Molding,479.18,279.0,4.9,7190,238.83404769999999,326510026.61067003,0.88058297615,276258238.442461,0.00803558819835986,2.5138201859281174e-05,0.01730826107093185,124.4463971
spring,725.5126589,191.1196265,aluminium,73738.62864,1.05e-06,70366822.29,954.2735414,3D Printing,168.83,69.0,23.1,2700,171.1196265,272747572.67835003,0.91444018675,64346250.115871675,0.0010479175588760268,1.0310436584871963e-05,0.35343464496296295,954.2735414
housing,7553.190003,410.0264541,steel,5532105.678,2.77e-05,143222277.6,25.88928808,Injection Molding,379.79,200.0,12.0,7850,390.0264541,936063489.84,0.80498677295,115292039.05977306,0.03862601384856067,5.273753587479606e-05,0.0032979984815286623,25.88928808
pulley,9962.622481,295.2294663,titanium,1218079.092,1.11e-05,530963167.1,435.9020448,Machining,274.81,116.0,8.6,4500,275.2294663,274568915.58088,0.86238526685,457894812.5470547,0.0022940933900422334,1.8763302425314314e-05,0.09686712106666667,435.9020448
spring,3963.925917,536.7925761,titanium,486089.3313,4.42e-06,229009279.8,471.1259126,Milling,295.16,116.0,8.6,4500,516.7925761,515552273.91735995,0.74160371195,169834131.97067615,0.0021225748219657952,1.7309018745711106e-05,0.10469464724444444,471.1259126
bearing,2563.090931,274.8606634,aluminium,1573688.066,2.25e-05,35474723.59,22.54241127,Injection Molding,90.31,69.0,23.1,2700,254.86066340000002,406222411.39326006,0.8725696682999999,30954167.795960486,0.04436082671673327,7.225118821567117e-05,0.008349041211111111,22.54241127
bearing,265.0483509,876.063579,chromium,108577.3519,3.89e-07,107978807.0,994.4873869,Milling,89.86,279.0,4.9,7190,856.063579,1170324518.8509002,0.5719682104999999,61760445.01171486,0.0010055431701518984,2.45463307350673e-06,0.138315352837274,994.4873869
shaft,7386.750464,205.6093456,titanium,1445592.605,1.31e-05,642988318.0,444.7922021,Machining,250.68,116.0,8.6,4500,185.6093456,185163883.17056,0.9071953272,583315997.5337876,0.0022482408537319648,1.1488156560878606e-05,0.09884271157777778,444.7922021
valve_body,2004.228995,579.5507638,steel,300170.8976,1.5e-06,99075321.94,330.0630498,Milling,361.9,200.0,12.0,7850,559.5507638,1342921833.1200001,0.7202246181,71356485.90737106,0.00302972417068484,2.022934627670209e-05,0.042046248382165606,330.0630498
cylinder,185.3281257,31.5843009,titanium,31372.42584,2.85e-07,860519623.9,27429.17071,Forging,350.54,116.0,8.6,4500,11.584300899999999,11556498.577839997,0.99420784955,855535364.7731937,3.6457536782038286e-05,2.1536769244153431e-07,6.095371268888888,1000.0
cam,5228.351954,24.32862144,titanium,1220266.761,1.11e-05,869589223.2,712.6222325,Milling,287.38,116.0,8.6,4500,4.328621439999999,4318232.748543998,0.99783568928,867707161.9222318,0.0014032680355783875,6.012438763627033e-06,0.1583604961111111,712.6222325
valve_body,4482.667649,591.1309809,steel,1862433.2,9.31e-06,96059640.38,51.57749571,Milling,265.47,200.0,12.0,7850,571.1309809,1370714354.16,0.71443450955,68628322.06243467,0.019388300774731675,4.6665463573121074e-05,0.00657038161910828,51.57749571
coupling,1861.052181,118.4816312,aluminium,417483.5878,5.96e-06,100632653.7,241.0457719,Forging,273.78,69.0,23.1,2700,98.4816312,156969871.96967998,0.9507591844,95677419.75581963,0.004148589671942636,1.8493521859694334e-05,0.08927621181481482,241.0457719
spring,5824.361974,67.81059519,abs_plastic,785440.1563,0.00039272,17396468.27,22.14868711,3D Printing,133.69,2.3,73.8,1050,47.81059519,8115370.427550599,0.976094702405,16980600.518903673,0.0451494029770676,0.0003348014024228149,0.021093987723809524,22.14868711
bracket,5458.258323,61.26779795,steel,775174.5829,3.88e-06,234044844.3,301.9253333,Injection Molding,378.49,200.0,12.0,7850,41.26779795,99042715.08,0.979366101025,229215586.6270942,0.003312077158625109,2.332142089831115e-05,0.03846182589808917,301.9253333
spring,3651.550854,298.7806495,aluminium,752305.0424,1.07e-05,25508062.72,33.90654227,Milling,118.69,69.0,23.1,2700,278.7806495,444348477.23805,0.86060967525,21952485.573715832,0.029492833331091952,0.00014315280992064302,0.01255797861851852,33.90654227
gear,5701.932695,735.0696824,steel,710246.9167,3.55e-06,58575603.53,82.47216871,Milling,392.54,200.0,12.0,7850,715.0696824,1716167237.76,0.6424651588,37632784.42370729,0.01212530258158144,9.734313180537195e-05,0.010506008752866242,82.47216871
pulley,7215.122733,184.1459397,aluminium,1450441.005,2.07e-05,73272525.14,50.51741153,Milling,281.5,69.0,23.1,2700,164.1459397,261632213.28783002,0.91792703015,67258831.3933514,0.01979515517212868,9.84696885935655e-05,0.018710152418518516,50.51741153
piston,4692.969008,211.7384979,steel,512504.2209,2.56e-06,194859766.2,380.2110465,Milling,245.14,200.0,12.0,7850,191.7384979,460172394.96,0.90413075105,176178706.76383337,0.0026301182172926165,2.4083827562346734e-05,0.04843452821656051,380.2110465
pulley,5377.247372,196.832426,aluminium,982125.8347,1.4e-05,67986489.15,69.22380692,Milling,255.03,69.0,23.1,2700,176.832426,281853203.8014,0.911583787,61975381.244191416,0.014445897221330481,7.909288211862311e-05,0.025638447007407406,69.22380692
coupling,9306.362381,148.4374324,aluminium,4902856.52,7e-05,88151069.84,17.97953285,Machining,102.7,69.0,23.1,2700,128.4374324,204716423.50236002,0.9357812838,82490121.30321866,0.05561879769467355,0.00010557288071366191,0.00665908624074074,17.97953285
coupling,602.9456379,291.614343,titanium,70553.22162,6.41e-07,535482071.2,7589.760735,Milling,65.88,116.0,8.6,4500,271.614343,270962468.5768,0.8641928285,462759765.7213664,0.00013175645911335976,1.1259866022195963e-06,1.6866134966666666,1000.0
shaft,9332.761854,92.63341486,titanium,2403905.282,2.19e-05,784208231.4,326.2226001,Milling,208.74,116.0,8.6,4500,72.63341486,72459094.664336,0.96368329257,755728370.4960485,0.0030653915449324626,1.1900872090233967e-05,0.07249391113333334,326.2226001
piston,6697.432316,185.5343597,titanium,1135253.631,1.03e-05,668082050.4,588.4870414,Injection Molding,232.01,116.0,8.6,4500,165.5343597,165137077.23672,0.91723282015,612786783.1799864,0.0016992727619613353,1.0024864927878326e-05,0.13077489808888887,588.4870414
